avg_da,avg_en
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.00081940345
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0035064935,0.0029498525
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0007792208,0.010980006
0.0,0.0
0.0,0.0062274663
0.0,0.0
0.00025974025,0.0065552276
0.0,0.0
0.0007792208,0.0011471648
0.13883117,0.018190756
0.03012987,0.02359882
0.0,0.0
0.0,0.009013439
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.067402594,0.0077023925
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.08974026,0.07063258
0.0,0.0
0.008961039,0.0026220912
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.005064935,0.0014749262
0.0,0.0
0.004025974,0.009177319
0.0,0.0
0.0037662338,0.01901016
0.0,0.0
0.0,0.0
0.0,0.0073746312
0.0,0.0
0.0,0.0
0.0,0.0
0.050649352,0.0026220912
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0055719437
0.0015584416,0.0001638807
0.0,0.0
0.0,0.0
0.0005194805,0.007538512
0.011038961,0.08620124
0.0,0.0
0.0,0.0
0.0,0.0060635856
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00025974025,0.015896427
0.0,0.0
0.0887013,0.10537529
0.00012987012,0.005408063
0.0,0.0
0.24779221,0.13733202
0.0,0.0
0.0,0.0
0.0,0.0
0.002077922,0.0034414947
0.0,0.0062274663
0.0,0.0
0.0,0.0
0.0075324676,0.048344806
0.0,0.0
0.0,0.0
0.0,0.016551951
0.0,0.0
0.0,0.0
0.21363637,0.03048181
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.26493508,0.016224189
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0027272727,0.0040970175
0.0,0.0
0.012467532,0.011963291
0.014545455,0.02851524
0.001948052,0.025401508
0.0,0.0
0.0,0.0
0.0,0.0
0.10974026,0.0067191087
0.0,0.0
0.0,0.0
0.0,0.0
0.001948052,0.0
0.00064935064,0.013929859
0.0,0.0
0.0035064935,0.024909865
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00012987012,0.0014749262
0.0,0.0026220912
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.16142857,0.27646673
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.008194035
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00012987012,0.013274336
0.0,0.0
0.0,0.0
0.63545454,0.7602425
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.052077923,0.053425107
0.0,0.0
0.13519481,0.22549984
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00064935064,0.015077024
0.10935065,0.03785644
0.0005194805,0.029006884
0.0,0.0
0.0,0.0
0.0,0.0
0.34636363,0.105539165
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0005194805,0.027531957
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0003896104,0.018846279
0.0027272727,0.00475254
0.007922078,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0001638807
0.21675324,0.26647002
0.0,0.0
0.0,0.0
0.00012987012,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.003116883,0.0704687
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0055719437
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.008030154
0.0,0.0
0.0,0.0
0.0,0.0036053753
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0007792208,0.03785644
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0062274663
0.0,0.0
0.0022077921,0.0001638807
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0060635856
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.09688312,0.11438873
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.024285715,0.0073746312
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0032467532,0.04719764
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.013246753,0.09406752
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.09311688,0.0011471648
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00025974025,0.0018026876
0.0,0.0
0.0,0.0
0.0015584416,0.012454933
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0001638807
0.0,0.0
0.0,0.0
0.0,0.0
0.0044155843,0.0029498525
0.0,0.0
0.0,0.0
0.030649351,0.013765979
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.03272727,0.095870204
0.019480519,0.11488037
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0066233766,0.0
0.0,0.0
0.0023376623,0.008685676
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0014749262
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.013246753,0.025565388
0.0,0.0
0.0,0.0
0.013116883,0.01409374
0.0,0.0001638807
0.0,0.0
0.0,0.0
0.0,0.0
0.0014285714,0.034414947
0.056233767,0.008521796
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0040970175
0.19636364,0.03048181
0.1851948,0.022123894
0.005194805,0.02359882
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.022727273,0.07210751
0.29337662,0.17518847
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0003896104,0.0024582103
0.0,0.0
0.0,0.0
0.05233766,0.046050474
0.018571429,0.08177647
0.0037662338,0.0011471648
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.17675325,0.11750246
0.0,0.0
0.0,0.0
0.0,0.0
0.032077923,0.12422156
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.014675325,0.07997378
0.0,0.0
0.0,0.0
0.0,0.0
0.004935065,0.023762701
0.0011688311,0.0013110456
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00025974025,0.007866274
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00025974025,0.005899705
0.0,0.0
0.26493508,0.16207801
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0014285714,0.03277614
0.0,0.0
0.0,0.0
0.13636364,0.0050803013
0.0,0.0040970175
0.0036363637,0.10521141
0.059480518,0.1943625
0.0,0.0
0.12311688,0.008521796
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.07909091,0.024254343
0.0,0.0
0.0951948,0.07882661
0.0,0.0
0.0,0.0
0.00012987012,0.0
0.0,0.0
0.0,0.0034414947
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00012987012,0.018354638
0.008051948,0.003933137
0.008441558,0.0003277614
0.07,0.016060308
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.2261039,0.2708948
0.0,0.0062274663
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.015194805,0.05916093
0.0045454544,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.014935065,0.0044247787
0.0,0.0
0.0,0.0
0.0023376623,0.02622091
0.0,0.0
0.10207792,0.11815798
0.0,0.0
0.015714286,0.0001638807
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00012987012,0.0045886594
0.0,0.0
0.0,0.0
0.0,0.003933137
0.0,0.0001638807
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.006103896,0.011471649
0.0,0.0
0.0,0.0
0.0,0.008521796
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0009090909,0.033103902
0.0,0.0
0.0057142857,0.18584071
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.012337662,0.085873485
0.00012987012,0.015404785
0.075974025,0.0073746312
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.008030154
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.009668961
0.0,0.0
0.0,0.0
0.0,0.0001638807
0.0,0.0
0.0,0.0
0.009090909,0.017862996
0.0,0.0
0.0,0.0
0.085324675,0.0014749262
0.0,0.0
0.0,0.02851524
0.0,0.0
0.00987013,0.0018026876
0.0016883117,0.016224189
0.0025974025,0.06801049
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.03974026,0.0024582103
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0003277614
0.0,0.0
0.015584416,0.009668961
0.00012987012,0.009177319
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.007142857,0.021960013
0.024155844,0.048508685
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0009090909,0.0036053753
0.0,0.0
0.10558441,0.010488365
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0057142857,0.0004916421
0.007012987,0.0001638807
0.0,0.0
0.0,0.0
0.0064935065,0.0014749262
0.0,0.0
0.0,0.0
0.0023376623,0.053588986
0.0,0.0
0.072337665,0.007538512
0.057922076,0.04736152
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.003896104,0.06522451
0.0,0.0
0.0,0.0
0.0,0.0
0.07753247,0.0093412
0.0,0.0
0.0,0.0
0.0022077921,0.046214357
0.0,0.0
0.0,0.0
0.32935065,0.22304162
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.004285714,0.0050803013
0.0,0.0
0.0,0.0
0.0,0.0
0.06207792,0.027368076
0.008051948,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.016493507,0.14110127
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0014285714,0.0
0.23727272,0.09177319
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.20935065,0.24745984
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.00081940345
0.0,0.0040970175
0.008701298,0.0088495575
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0088311685,0.023107179
0.0135064935,0.0027859719
0.0,0.0
0.0,0.0
0.002077922,0.0003277614
0.0,0.0
0.0,0.0
0.0,0.017699115
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00064935064,0.031465095
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0035064935,0.040970173
0.0,0.0
0.0,0.0
0.0003896104,0.010816126
0.24558441,0.17453294
0.0018181818,0.016224189
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0063636363,0.08751229
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.2955844,0.2071452
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0007792208,0.0004916421
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00987013,0.029170765
0.0,0.0
0.0,0.0
0.14727272,0.35250738
0.0,0.0
0.0,0.0
0.0018181818,0.0
0.046753246,0.08030154
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.07831169,0.0024582103
0.0,0.0
0.0,0.0032776138
0.0,0.0
0.0,0.0
0.002077922,0.0026220912
0.011558441,0.0004916421
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0053246752,0.0
0.00012987012,0.0026220912
0.0,0.0
0.0003896104,0.022943297
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00012987012,0.0065552276
0.0,0.0
0.0,0.0055719437
0.0,0.0
0.0,0.0
0.0,0.0
0.04103896,0.064077355
0.0,0.008030154
0.00025974025,0.007866274
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.35831168,0.17289414
0.028831169,0.04211734
0.0003896104,0.005408063
0.0,0.0
0.0024675324,0.027204195
0.0,0.0
0.0,0.0
0.26129872,0.0019665684
0.0,0.0
0.0,0.0
0.00012987012,0.005899705
0.0,0.0
0.003116883,0.0032776138
0.004025974,0.0001638807
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00025974025,0.0062274663
0.08051948,0.42559817
0.0,0.0
0.0,0.0
0.13883117,0.081448704
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.017402597,0.15814488
0.0,0.0
0.004285714,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00987013,0.079318255
0.0,0.0
0.0,0.0
0.0,0.0
0.020909091,0.033103902
0.0,0.0
0.0,0.0
0.35051948,0.23926581
0.0,0.0
0.0,0.0
0.0,0.0
0.001038961,0.0022943297
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.008441558,0.35431007
0.014025974,0.0018026876
0.0,0.0
0.23688312,0.20468698
0.017402597,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.23727272,0.14634547
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.13077922,0.26581448
0.1396104,0.09357588
0.0,0.0077023925
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.25727272,0.015240905
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0016883117,0.0031137331
0.0,0.0
0.3577922,0.18928221
0.0,0.0003277614
0.017922077,0.0006555228
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.07844156,0.015404785
0.0,0.0
0.036623377,0.0016388069
0.0,0.0
0.0,0.0
0.0,0.0
0.03,0.02589315
0.0018181818,0.0011471648
0.0036363637,0.062274665
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0003277614
0.0,0.0
0.0,0.0
0.15025973,0.13470992
0.0,0.0
0.0,0.0
0.0,0.0
0.04090909,0.3487381
0.0,0.0
0.0,0.0
0.0,0.0026220912
0.0,0.0
0.0,0.0
0.007922078,0.0006555228
0.0,0.0
0.0,0.0
0.0,0.037037037
0.0,0.0
0.13402598,0.013110455
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.08558442,0.10455588
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0057358244
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.016233766,0.03490659
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0044155843,0.00081940345
0.0,0.0
0.1064935,0.015896427
0.0,0.0
0.0,0.0
0.0,0.015896427
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0088495575
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.017662337,0.22730252
0.13532467,0.00475254
0.0,0.009177319
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0003896104,0.0016388069
0.0,0.0
0.0,0.0
0.0,0.0
0.0024675324,0.013274336
0.0,0.0
0.016233766,0.021140609
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0015584416,0.0013110456
0.0,0.0
0.0,0.0
0.0,0.0
0.0027272727,0.0068829893
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.004025974,0.0
0.05103896,0.00704687
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.01,0.0045886594
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0011688311,0.010324484
0.0,0.0006555228
0.0,0.0
0.0,0.0
0.0,0.0088495575
0.0,0.0
0.0011688311,0.0060635856
0.0,0.0024582103
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00012987012,0.00950508
0.0,0.0
0.0,0.0
0.0,0.0073746312
0.036623377,0.060635857
0.0,0.0
0.0,0.0
0.0007792208,0.0016388069
0.0,0.0
0.0,0.0
0.00025974025,0.015077024
0.0,0.0
0.0,0.0
0.0,0.0032776138
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.15246753,0.24893478
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00064935064,0.007866274
0.0,0.0
0.00064935064,0.032120615
0.00012987012,0.021632252
0.0007792208,0.0019665684
0.0028571428,0.0004916421
0.0,0.0001638807
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.21792208,0.3072763
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00025974025,0.013438217
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0045886594
0.0,0.0
0.0,0.0
0.0057142857,0.057522126
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.022943297
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0023376623,0.03982301
0.01961039,0.0014749262
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00012987012,0.011471649
0.0,0.0
0.0,0.0
0.0,0.016879711
0.0018181818,0.0034414947
0.0,0.0
0.012337662,0.0
0.0,0.0
0.0,0.0
0.0,0.012454933
0.0,0.0
0.083636366,0.008521796
0.0,0.0
0.0,0.0
0.0,0.009668961
0.0,0.0
0.0028571428,0.0011471648
0.0,0.0
0.0,0.0
0.0,0.0
0.0009090909,0.0040970175
0.0,0.0
0.0,0.0
0.00012987012,0.031465095
0.0,0.0
0.045584414,0.053425107
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.053896103,0.085873485
0.002987013,0.0013110456
0.0,0.0
0.087272726,0.0031137331
0.011688312,0.0004916421
0.0,0.0
0.0075324676,0.074565716
0.0,0.0
0.031948052,0.060635857
0.0,0.0
0.0,0.0003277614
0.0,0.0
0.017142856,0.008685676
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.015732547
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00064935064,0.040314652
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00012987012,0.011963291
0.0,0.0
0.1251948,0.015568666
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.02051948,0.017699115
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.097272724,0.05440839
0.0,0.0
0.035324674,0.07522124
0.009220779,0.0077023925
0.003116883,0.002130449
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00025974025,0.009996722
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
