,loss,active_neurons
0,0.0877336785197258,454
1,0.08088228106498718,431
2,0.07929780334234238,365
3,0.07197356224060059,325
4,0.0636235848069191,327
5,0.0574655644595623,320
6,0.05382445827126503,309
7,0.04814737290143967,305
8,0.04474053159356117,311
9,0.042452361434698105,308
10,0.04087090119719505,309
11,0.03841903805732727,309
12,0.03668080270290375,307
13,0.03549373149871826,311
14,0.03537807613611221,304
15,0.0329119935631752,311
16,0.03104892186820507,313
17,0.03082079254090786,312
18,0.029864391312003136,314
19,0.028246980160474777,317
20,0.0294094979763031,314
21,0.029097724705934525,319
22,0.028703998774290085,312
23,0.02761966921389103,317
24,0.026273468509316444,321
25,0.0261964350938797,314
26,0.026290923357009888,315
27,0.025360314175486565,313
28,0.02511577121913433,314
29,0.025147685781121254,317
30,0.02363191545009613,313
31,0.024219414219260216,313
32,0.023386409506201744,316
33,0.022557977586984634,314
34,0.023139474913477898,317
35,0.022152122110128403,315
36,0.02245078608393669,315
37,0.021798929199576378,315
38,0.022020697593688965,316
39,0.022155873477458954,316
40,0.021427342668175697,313
41,0.021692583337426186,315
42,0.021658634766936302,316
43,0.02078811079263687,315
44,0.01975964568555355,314
45,0.019729869440197945,313
46,0.021093223243951797,314
47,0.020070796832442284,317
48,0.018941449001431465,313
49,0.020132338628172874,312
50,0.02055000700056553,316
51,0.019099509343504906,314
52,0.020071329548954964,315
53,0.01944994181394577,315
54,0.018559522926807404,316
55,0.019802339375019073,316
56,0.018453195691108704,313
57,0.019177867099642754,313
58,0.018421469256281853,314
59,0.018479211255908012,316
60,0.018472369760274887,315
61,0.018130894750356674,312
62,0.018193352967500687,318
63,0.016852442175149918,314
64,0.017128998413681984,313
65,0.018038352951407433,312
66,0.017225148156285286,313
67,0.016884341835975647,314
68,0.016398314386606216,313
69,0.017522701993584633,313
70,0.016574179753661156,311
71,0.017227541655302048,315
72,0.016348009929060936,314
73,0.01645045168697834,313
74,0.016879023984074593,314
75,0.015514431521296501,309
76,0.01733587123453617,316
77,0.01624470017850399,313
78,0.016421005129814148,311
79,0.015054627321660519,312
80,0.01464227493852377,313
81,0.01599024049937725,316
82,0.015143255703151226,310
83,0.01525185164064169,315
84,0.01488557830452919,315
85,0.015332087874412537,315
86,0.01490816567093134,311
87,0.015288944356143475,311
88,0.015086941421031952,310
89,0.014758190140128136,314
90,0.014895559288561344,313
91,0.015206587500870228,314
92,0.015498314052820206,315
93,0.014999992214143276,314
94,0.014367355033755302,317
95,0.014308412559330463,314
96,0.014326122589409351,313
97,0.014294895343482494,315
98,0.014848248101770878,313
99,0.014233368448913097,314
100,0.014666380360722542,317
101,0.014524032361805439,314
102,0.013748240657150745,313
103,0.014644375070929527,316
104,0.013927990570664406,315
105,0.014217651449143887,317
106,0.014191755093634129,316
107,0.01282142847776413,311
108,0.013642612844705582,313
109,0.014135600067675114,315
110,0.013510008342564106,313
111,0.013590953312814236,312
112,0.013087120838463306,313
113,0.013749221339821815,316
114,0.013290026225149632,314
115,0.013368610292673111,317
116,0.013025570660829544,313
117,0.01313006691634655,316
118,0.01268787682056427,314
119,0.013207152485847473,316
120,0.013305289670825005,316
121,0.012395625934004784,317
122,0.01263711228966713,316
123,0.012922964990139008,314
124,0.012942955829203129,314
125,0.012478319928050041,314
126,0.01256388146430254,315
127,0.013381506316363811,318
128,0.012988446280360222,316
129,0.012719962745904922,319
130,0.012971497140824795,319
131,0.012737041339278221,316
132,0.012693272903561592,319
133,0.012811901047825813,316
134,0.012430202215909958,313
135,0.01258897129446268,316
136,0.012252295389771461,317
137,0.012378104031085968,315
138,0.012456698343157768,317
139,0.013372845947742462,317
140,0.011972176842391491,317
141,0.011778957210481167,315
142,0.012603327631950378,317
143,0.012537345290184021,310
144,0.01274123415350914,317
145,0.01259675808250904,316
146,0.011900724843144417,318
147,0.011885732412338257,318
148,0.012070579454302788,313
149,0.01218073908239603,320
150,0.011824539862573147,315
151,0.012399176135659218,318
152,0.012258056551218033,317
153,0.012282215990126133,318
154,0.011732066050171852,319
155,0.011590083129703999,319
156,0.01251604501157999,318
157,0.012117885053157806,315
158,0.012211548164486885,316
159,0.011749973520636559,317
160,0.011370852589607239,315
161,0.0121423015370965,317
162,0.012033726088702679,316
163,0.011949809268116951,320
164,0.011577406898140907,317
165,0.011582937091588974,319
166,0.011737152002751827,318
167,0.011824309825897217,319
168,0.012238455936312675,319
169,0.01187065802514553,319
170,0.011908672749996185,317
171,0.010932208970189095,319
172,0.011441758833825588,319
173,0.011416490189731121,318
174,0.011517725884914398,320
175,0.01198281068354845,316
176,0.011489461176097393,319
177,0.012237676419317722,317
178,0.011173578910529613,318
179,0.01175133790820837,318
180,0.011670163832604885,319
181,0.01171097718179226,321
182,0.010922876186668873,316
183,0.011314155533909798,318
184,0.011531154625117779,319
185,0.01169700175523758,320
186,0.011023779399693012,319
187,0.01120008435100317,317
188,0.011552715674042702,318
189,0.011025672778487206,318
190,0.011424455791711807,319
191,0.011342735961079597,318
192,0.011433934792876244,318
193,0.01112291868776083,318
194,0.011640764772891998,319
195,0.011211161501705647,320
196,0.01118103601038456,320
197,0.011217703111469746,318
198,0.011281145736575127,321
199,0.010950654745101929,320
200,0.010927559807896614,320
201,0.011382602155208588,320
202,0.011502338573336601,321
203,0.011406884528696537,320
204,0.01056327112019062,323
205,0.011214002035558224,320
206,0.01097695529460907,321
207,0.011049033142626286,321
208,0.010897660627961159,320
209,0.011539970524609089,320
210,0.011094790883362293,321
211,0.010740782134234905,320
212,0.010552090592682362,321
213,0.010554424487054348,319
214,0.010968878865242004,320
215,0.010647700168192387,320
216,0.010745911858975887,321
217,0.010589171200990677,321
218,0.010542037896811962,319
219,0.010916859842836857,320
220,0.010647919028997421,320
221,0.010201944038271904,319
222,0.011065883561968803,318
223,0.010632145218551159,321
224,0.010352006182074547,320
225,0.010710242204368114,320
226,0.01027652993798256,320
227,0.010528730228543282,319
228,0.010615811683237553,319
229,0.010217067785561085,322
230,0.010403206571936607,320
231,0.01082029938697815,321
